Parametre;Coefficient de corellation;Count;Top;List
Isoproturon;-0.049479754439999996;25;0.683947175;0.683947175,-0.536854002,-0.458864877,0.386698691,0.355306201,-0.354833824,0.349038842,-0.329327763,-0.315575769,-0.287627502,0.280229678,0.207516539,-0.20698467,-0.201878507,-0.188476099,-0.18449452,-0.176648519,-0.164153301,-0.13770835,0.136911006,0.125533892,-0.088152286,-0.063033688,-0.060293341,-0.007268867
Acétochlore;-0.04946361908000002;25;0.870014682;0.870014682,-0.809904392,-0.662950029,-0.584159788,0.571727492,0.471031119,0.438758778,-0.421341543,0.408122311,-0.401881771,-0.369470183,-0.356759052,-0.353094767,0.189862874,0.18597752,-0.17000428,0.166267747,-0.157612821,-0.118795416,0.10773903,-0.089309606,-0.082500333,-0.062889122,-0.036900055,0.031481128
Furalaxyl;-0.049401168159999995;25;0.822902608;0.822902608,-0.735922817,-0.614849427,0.548489622,-0.538058845,-0.500612061,0.488660175,-0.345032314,0.339117875,-0.307861537,-0.295804862,0.255154361,-0.232005731,0.204776074,-0.201103496,0.145276789,-0.140013054,-0.091841973,-0.090160874,-0.081570178,0.076475468,-0.063821767,0.056903363,0.044404295,0.021469102
Hexythiazox;-0.049291291279999976;25;0.871263021;0.871263021,-0.78941515,-0.651297768,0.591459022,-0.548922455,0.467194,-0.458802404,-0.362080133,-0.357800605,-0.3447595,0.308568109,-0.270046667,0.257850661,0.233182685,0.182802243,-0.177794242,-0.140555726,0.111346457,-0.102923989,-0.099004344,0.074367056,-0.066466369,0.053659012,-0.020301096,0.0061959
Benalaxyl;-0.04924923847999998;25;0.826797537;0.826797537,-0.743017544,-0.620959688,0.59698474,-0.511392597,-0.493283363,0.492743857,-0.370136721,0.333208197,-0.303702583,-0.3008499,0.249159738,-0.243702137,-0.197298643,0.190679535,-0.162482279,0.133516222,-0.108611099,0.099327964,-0.068535063,-0.059492382,-0.043563489,0.038070577,0.037911205,-0.002603046
Xylène-ortho;0.04873269644000001;25;0.888081004;0.888081004,0.633513139,0.595151519,-0.495283291,0.456482237,0.452111397,-0.360480295,0.310310414,-0.296050777,-0.294763568,-0.280853156,-0.222532199,0.20939767,-0.153365587,0.12561809,-0.103190952,-0.10254991,-0.097257193,-0.072202249,0.067666281,0.057070337,-0.054890079,-0.036330383,-0.015198367,0.007863329
Roténone;-0.048623157399999985;25;0.841745264;0.841745264,-0.754708442,-0.629338901,0.581632097,-0.508940691,-0.483910838,0.479619168,-0.35983697,0.31659809,-0.312707555,-0.311354676,0.262086579,-0.247360053,-0.198107524,0.189297445,0.153908593,-0.135404587,-0.121077572,0.109900115,-0.078150464,-0.048959867,0.038174659,-0.036870853,0.019538396,0.018649652
Phénanthrène;0.0483738445833333;24;0.797785639;0.797785639,0.794637971,-0.535329546,0.522094835,-0.514039917,0.469134807,0.465491384,-0.426725665,-0.38030105,-0.322157799,0.30167461,0.234220195,-0.224869186,0.217048711,-0.211432734,-0.185931547,0.177439855,-0.112337944,-0.108702836,0.108368199,0.106817361,-0.080484364,0.074858444,-0.006287153
Amétryne;-0.04832823743999999;25;0.751279689;0.751279689,0.657880869,-0.569760999,-0.522655487,0.51008423,0.476182142,-0.456743156,-0.417566981,-0.413503632,-0.390071194,-0.339407825,-0.323933101,0.307702075,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.175535059,-0.158456717,-0.131882956,-0.127752535,0.107250156,-0.092077075,0.080957973,-0.001001515
Trinexapac-ethyl;-0.04786657888;25;0.841745264;0.841745264,-0.642300176,-0.639368588,-0.623005142,0.581632097,-0.558744523,0.545949342,0.48087644,0.479619168,-0.469870795,-0.366470249,-0.35983697,-0.33977889,-0.324994884,0.295257073,0.153908593,-0.135404587,0.109420585,-0.078150464,-0.069733625,-0.061396108,-0.048959867,0.038174659,-0.023882477,0.018649652
isazofos;0.04779721844000001;25;0.691384803;0.691384803,0.66444512,-0.631610379,0.556007188,-0.49778759,-0.474843865,0.443749641,0.435301625,0.371666124,0.334469294,0.308768579,-0.290370131,-0.281821681,-0.199564096,0.179487179,-0.177431869,-0.151679948,0.104414508,-0.091138635,-0.058992471,-0.04513637,0.023394551,-0.017854941,0.008281264,-0.008207439
Simazine;-0.04740326284000001;25;0.89964664;0.89964664,0.878987219,-0.664271244,-0.655404698,0.6548941,-0.581488281,-0.489236474,0.451454865,-0.432093717,-0.428670097,-0.378774329,-0.279042904,-0.265049547,-0.227553649,-0.21682345,-0.204685937,0.204383039,0.190185738,0.179110849,0.147747753,0.090443629,0.087081669,-0.062351672,-0.057126963,-0.02644411
Atrazine;-0.04734608599999999;25;0.725407746;0.725407746,0.627851468,-0.51724381,0.515371204,-0.511932862,-0.49299583,-0.477792081,-0.372069671,-0.326863987,-0.269788623,0.19423426,-0.186256807,0.169670913,-0.16925005,0.142466038,0.127991565,-0.120939899,-0.111266656,0.101187064,-0.096150838,-0.08432132,-0.084098136,0.047966887,-0.03586406,0.021035335
Phorate;0.04726566852;25;-0.657880869;-0.657880869,0.569760999,0.522655487,0.456743156,-0.432002392,-0.430180333,0.417566981,0.413503632,0.399249351,0.390071194,-0.361867529,0.339407825,-0.307702075,-0.242006776,-0.236456029,0.228611516,0.224869186,-0.202096791,0.198429219,0.131882956,-0.092958431,-0.080957973,-0.07828511,0.039159782,-0.027875263
Bromopropylate;0.04716696887999998;25;0.745463616;0.745463616,0.681327467,-0.5902557,-0.468644107,0.437323665,-0.428820657,0.424655729,0.36121282,-0.294704342,0.282817967,-0.210696449,0.206126163,-0.179579352,0.15890535,-0.157330986,-0.143749147,0.134006009,0.102916025,0.101737191,-0.098765708,0.069687398,0.039107765,0.022988566,-0.011644154,-0.004910907
pentabromodiphényl éther (congénère 85);0.047153213076923065;13;-0.696309609;-0.696309609,0.6307092,0.619602706,0.495282466,-0.490915614,-0.482071257,0.373806275,0.346761925,-0.248292478,0.16992533,-0.137803412,0.061054897,-0.028758659
Carbétamide;-0.04712360028571427;14;-0.496380332;-0.496380332,-0.419876525,0.365797955,-0.261129003,0.250087404,0.248552686,-0.183184075,-0.16145762,0.136911006,-0.085605709,0.08478771,-0.083123689,-0.060293341,0.005183129
Carbaryl;-0.04712360028571427;14;-0.496380332;-0.496380332,-0.419876525,0.365797955,-0.261129003,0.250087404,0.248552686,-0.183184075,-0.16145762,0.136911006,-0.085605709,0.08478771,-0.083123689,-0.060293341,0.005183129
Cyfluthrine;0.046978920759999966;25;0.789657153;0.789657153,0.649341424,0.530013417,-0.472873619,-0.46755933,0.4652305,0.437323665,-0.428820657,0.412501554,-0.298836946,-0.287120191,-0.279313161,0.223021268,0.165079986,0.157733163,-0.157731932,-0.138950544,-0.135294112,0.109575268,-0.086458622,-0.056107722,0.04615495,0.010268797,-0.009727883,-0.002633407
Ethofumésate;0.04697363771999998;25;0.890385586;0.890385586,-0.80876346,0.759104754,0.690719838,0.595151519,-0.522832268,0.459063403,-0.425264529,-0.369488426,-0.360480295,0.282156922,0.270034716,-0.250323766,0.209126906,-0.205783057,-0.179394781,0.146765808,0.12561809,-0.072202249,-0.068908598,0.067666281,-0.057550812,0.057070337,-0.054890079,-0.002640897
Bromophos méthyl;0.0468736144;25;0.801292381;0.801292381,0.63584561,0.615750172,-0.491347091,0.476010709,-0.470798204,0.454745545,-0.399003832,0.343608052,0.331727227,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,0.183019102,-0.166251508,0.139456033,-0.120358901,-0.109924753,-0.107426657,-0.048967764,-0.042657814,-0.032124169,-0.016249377
Fenchlorphos;0.0468736144;25;0.801292381;0.801292381,0.63584561,0.615750172,-0.491347091,0.476010709,-0.470798204,0.454745545,-0.399003832,0.343608052,0.331727227,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,0.183019102,-0.166251508,0.139456033,-0.120358901,-0.109924753,-0.107426657,-0.048967764,-0.042657814,-0.032124169,-0.016249377
Méthyl tert-butyl Ether;0.0468736144;25;0.801292381;0.801292381,0.63584561,0.615750172,-0.491347091,0.476010709,-0.470798204,0.454745545,-0.399003832,0.343608052,0.331727227,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,0.183019102,-0.166251508,0.139456033,-0.120358901,-0.109924753,-0.107426657,-0.048967764,-0.042657814,-0.032124169,-0.016249377
Benzo(g,h,i)pérylène;0.046409908458333336;24;0.913709236;0.913709236,0.78510169,0.681001678,0.621220368,-0.594774973,-0.454728767,-0.354465327,-0.292257438,0.289408761,-0.281955213,0.257821652,0.201484283,-0.177865501,-0.173555076,-0.147236069,-0.143841108,0.084073092,-0.057620014,-0.050454148,-0.034186793,0.031307407,0.026602133,-0.007978607,-0.006973463
Carbofuran;-0.04611759781249998;16;0.759134102;0.759134102,-0.518318506,-0.465271694,-0.444230832,0.359934111,0.2696107,-0.239332451,-0.199999381,-0.188867768,-0.173245846,0.145309395,-0.139051333,0.125698283,-0.071585318,0.053086892,-0.010751919
Ométhoate;-0.0454518987368421;19;-0.660161276;-0.660161276,-0.634553595,-0.576987048,-0.575651041,0.57130419,0.48339072,0.4727469,-0.457086991,0.366102012,0.349842606,-0.321059627,-0.192297967,0.164517695,0.156794899,-0.092948296,0.074779657,0.067458326,-0.043250975,-0.016526265
Oxadiazon;-0.045153557080000024;25;0.861752381;0.861752381,-0.812436371,-0.676884629,0.62129103,-0.53351509,0.468250109,-0.42048089,-0.378478129,-0.373830259,0.370188332,0.287681311,-0.281740948,-0.26309196,-0.18231529,0.169736448,0.15340991,0.146928948,-0.122805319,-0.08616183,0.077271108,-0.075244015,-0.067708618,-0.066719029,0.045875756,0.010188117
Dichloroéthane-1,2;0.044859850479999984;25;0.786654757;0.786654757,0.665726482,0.558146779,0.547737698,-0.484381281,-0.455659647,0.439360934,-0.429468349,0.399660416,0.366058547,-0.257868391,-0.256292169,-0.241129891,-0.237750628,0.211272247,-0.155103283,-0.147689811,-0.12044082,-0.109904087,-0.097793697,0.086042897,0.046570433,0.033099211,-0.019033596,-0.006318489
Chlorpyriphos-méthyl;0.04463373104000002;25;-0.890385586;-0.890385586,0.785945605,0.656710745,-0.595151519,0.495414692,-0.452111397,0.445962234,0.360480295,0.344788175,0.340536887,-0.302813142,0.25790772,-0.255978846,-0.20939767,0.199740152,-0.181986409,0.164080041,-0.144987314,-0.12561809,0.103411358,0.072202249,-0.067666281,0.054890079,0.047236804,0.012632494
Tridémorphe;-0.04463203191666665;12;-0.616203689;-0.616203689,0.612416116,-0.54841966,0.309301197,-0.280960347,0.228988251,-0.21061617,0.198462511,-0.088461239,-0.07599696,-0.048934175,-0.015160218
Trichlorophénol-2,4,6;-0.044467981079999996;25;-0.809579178;-0.809579178,-0.665667093,0.625496246,-0.542678337,0.476432502,0.471223431,0.447217878,-0.430174204,-0.389300193,0.386338874,0.382417657,-0.367691867,-0.3194258,-0.316674007,-0.23823969,0.219258138,-0.210358144,0.204224881,-0.160268736,-0.127238571,0.123184889,0.117844451,-0.078669156,0.065331304,0.025295198
Quinmerac;0.04440335968000002;25;0.804825989;0.804825989,0.785045547,0.657880869,-0.609908528,0.509018044,0.507485635,0.496083641,-0.456743156,-0.427705502,-0.390071194,0.376683798,-0.339407825,-0.323933101,-0.231505169,-0.210989441,-0.207198825,0.202096791,0.172193493,-0.163105844,-0.158456717,0.134095821,0.080957973,-0.069226482,-0.061302286,0.033270461
Propyzamide;-0.04400355524000002;25;-0.832022847;-0.832022847,-0.795660968,0.671949023,0.64688271,0.497729312,0.451722951,-0.419024238,-0.396961529,0.363910104,0.315786415,-0.298362338,-0.284790725,0.271877931,-0.25819889,-0.24254856,-0.227848112,-0.226719803,-0.208621512,-0.135919329,0.132894669,0.113390463,-0.099334875,-0.076839139,-0.054208004,-0.00917159
Fenthion;-0.043640184400000004;25;0.774502981;0.774502981,0.657880869,-0.569760999,0.524955383,-0.522655487,0.476937443,-0.456743156,-0.417566981,-0.413503632,-0.390071194,-0.339407825,-0.331459298,0.307702075,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.16469258,-0.134738089,-0.131882956,-0.120772468,0.119324075,0.080957973,-0.067552713,0.006736807
Cuivre;0.04357943628571432;21;0.821198241;0.821198241,0.703935345,-0.658930534,0.577011167,0.568496521,-0.437258869,-0.411204316,0.390191011,0.361641772,-0.306305217,-0.272206749,-0.254817776,-0.253343047,0.242027603,-0.160729977,0.143238063,-0.126010278,-0.117549939,0.106100008,-0.066752598,0.066437731
Ofurace;0.04319275085714284;14;0.879594998;0.879594998,-0.841018647,0.81246504,-0.618955665,0.503885265,0.496575974,-0.438013958,-0.339264231,0.184960567,0.096954727,-0.087426709,-0.051542158,0.01335539,-0.006872081
Benoxacor;-0.04306794896000001;25;0.875962731;0.875962731,-0.719747049,-0.609146841,-0.60676605,0.584962831,-0.480309066,0.466900311,0.461928981,-0.367476082,-0.358564253,-0.343738302,0.295755007,-0.293670352,-0.229467428,0.188869934,-0.094838616,0.092437437,-0.067370575,0.067121542,0.066653095,0.060559283,-0.05834431,-0.040655404,0.020057681,0.012186771
Clodinafop-propargyl;0.04282375499999996;10;0.824337746;0.824337746,0.598028308,-0.558622743,-0.442584215,0.437031584,-0.267985375,-0.113573048,-0.072454953,0.015612088,0.008448158
Dicamba;-0.042134563666666666;21;0.791294792;0.791294792,0.703445048,0.56020244,-0.49680197,0.47234203,-0.471867953,-0.416683575,-0.412022245,-0.395937446,-0.336180243,-0.280431168,0.279895041,-0.236460436,-0.148918341,-0.139870408,-0.137775496,-0.106922661,-0.092376043,0.064520197,-0.059416221,-0.024861179
Nitrofène;-0.042052199040000036;25;0.915724958;0.915724958,-0.829833781,-0.690811375,-0.562332571,0.550851619,0.438150715,-0.426654606,0.422913905,-0.400950171,-0.368429217,-0.361343531,-0.329338615,0.263530918,0.236135588,0.229501622,-0.205366509,-0.146558868,-0.144982481,0.144940289,0.121823547,0.10960685,0.099057328,-0.079155361,-0.036182229,-0.001603
Bioresméthrine;-0.042052199040000036;25;0.915724958;0.915724958,-0.829833781,-0.690811375,-0.562332571,0.550851619,0.438150715,-0.426654606,0.422913905,-0.400950171,-0.368429217,-0.361343531,-0.329338615,0.263530918,0.236135588,0.229501622,-0.205366509,-0.146558868,-0.144982481,0.144940289,0.121823547,0.10960685,0.099057328,-0.079155361,-0.036182229,-0.001603
Bifénox;0.04192927900000001;25;0.902209186;0.902209186,0.667871803,0.572645586,0.493772103,-0.438059701,0.402013613,-0.379749438,0.372645308,-0.367207872,-0.362247511,-0.355190242,-0.329640084,0.323554285,-0.321631479,0.299345458,-0.273527686,-0.257110318,-0.256228928,0.189819179,-0.185993093,0.18329917,0.151673084,0.075626578,-0.067590741,0.007933715
Métribuzine;-0.04183665639999999;25;0.778265885;0.778265885,0.657880869,-0.569760999,-0.522655487,-0.456743156,-0.413503632,0.412265333,-0.397378643,-0.390071194,0.365662606,-0.339407825,-0.331353378,0.307702075,0.259406046,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.133679189,-0.131882956,-0.131111016,0.080957973,-0.061901253,-0.060047697,0.010634066
Tébutame;0.04155089778571427;14;0.868629301;0.868629301,0.768468843,0.61334888,-0.538097626,0.495702836,-0.435925684,-0.402061002,-0.38451023,0.360552048,-0.271876629,-0.267658833,-0.112742069,-0.084109223,-0.028008043
Trifluraline;0.04115064471999998;25;0.911178063;0.911178063,0.690505628,0.462809289,0.43018032,-0.423064412,0.422242206,0.371047261,0.33239458,-0.316764449,-0.3142932,-0.312047435,-0.310593532,-0.292007652,-0.28982655,-0.254117196,0.252354764,-0.241220186,-0.203966256,-0.198062134,-0.169656534,0.158125957,0.157992225,0.148223322,0.012612618,0.004719421
Oryzalin;0.0410000256875;16;0.786266201;0.786266201,0.707949324,0.524955383,0.476937443,-0.373121509,-0.348530571,-0.331459298,-0.20823181,-0.16469258,-0.134738089,-0.127267124,-0.120772468,0.119324075,-0.11190857,-0.078949184,0.040239188
Isofenphos;-0.040746047999999986;25;0.776833147;0.776833147,0.657880869,-0.569760999,-0.522655487,0.490934455,0.46929617,-0.456743156,-0.417566981,-0.413503632,-0.390071194,-0.339407825,-0.312566489,0.307702075,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.137613259,0.13596273,-0.131882956,-0.127496632,-0.120543668,0.080957973,-0.034374241,0.015162738
Mécoprop;-0.04056532928000001;25;0.762133444;0.762133444,-0.697785667,0.657880869,-0.606861922,0.537610004,0.477982655,-0.462486756,-0.456743156,-0.427705502,-0.423986476,0.420634916,-0.312047939,0.307920367,-0.255835352,-0.224361548,0.202096791,-0.174328118,-0.163105844,-0.145249509,-0.098381364,0.080957973,0.076565798,-0.043640248,-0.040074997,-0.005321651
Pyridabène;-0.040465666359999986;25;0.8623382;0.8623382,-0.785945605,-0.656710745,0.609353812,-0.495414692,0.490865471,-0.445962234,-0.379243273,-0.344788175,-0.340536887,0.302813142,-0.25790772,0.255978846,-0.199740152,0.181986409,0.168314221,-0.164080041,0.144987314,-0.124605563,0.115705951,0.0858593,-0.047236804,0.016677398,-0.012632494,0.008282662
Cyprodinil;-0.040313118919999995;25;0.875516986;0.875516986,-0.781193056,0.586988124,-0.541998904,-0.502999304,-0.466962374,0.462496184,-0.358677267,-0.346968223,-0.336343253,0.284145126,0.274363364,-0.254352674,0.237066714,-0.192807638,0.189564505,-0.134017321,0.109013221,-0.094085716,-0.08739182,0.082127518,-0.071300085,0.054155373,0.013704024,-0.007871477
Tetrachlorobenzène-1,2,4,5;-0.040206661;12;-0.642641215;-0.642641215,0.546459067,-0.500310385,0.474907569,-0.322267689,-0.252855365,0.214126453,0.160005319,-0.119256959,-0.036239854,-0.011486915,0.007080042
1,2,3,5-Tétrachlorobenzène;-0.040206661;12;-0.642641215;-0.642641215,0.546459067,-0.500310385,0.474907569,-0.322267689,-0.252855365,0.214126453,0.160005319,-0.119256959,-0.036239854,-0.011486915,0.007080042
Malathion;0.039978391640000006;25;0.889082068;0.889082068,0.58980526,0.548774192,-0.514401242,-0.442459213,0.400976586,0.36736066,-0.348453833,0.310893454,0.30607119,0.270334004,-0.266434012,-0.248690321,-0.232339716,-0.224509667,-0.220713856,-0.191824994,0.187290745,-0.143931771,-0.137044042,0.106583955,-0.080986011,0.074961369,-0.000885014,0
Dichloroaniline-3,4;0.03941415480000001;25;0.822978331;0.822978331,0.643202086,0.641461813,-0.503423767,0.486536025,0.448353906,-0.446507185,-0.38545393,0.350596341,0.332488036,-0.304718499,-0.297524866,-0.265491316,0.260759338,-0.253752369,-0.202638318,0.188582942,-0.170775811,0.138607382,-0.135917425,-0.128482717,-0.120783615,-0.085249063,-0.019827078,-0.007666371
Oxadixyl;-0.03936392252;25;0.8976412;0.8976412,-0.738000353,-0.578951452,-0.492390391,-0.456661968,0.442674645,-0.415063578,0.402943551,-0.338978482,0.283763822,-0.28369061,-0.259699634,0.228067798,0.223074839,-0.216205881,0.177700835,0.163014209,-0.131588013,0.129851117,0.114491611,-0.061223239,0.047679225,-0.046862178,-0.04644108,-0.029244056
Butraline;0.039095043720000014;25;0.922226228;0.922226228,0.661990429,0.479664488,-0.460313729,0.440539418,0.37905858,0.371350101,0.331993065,-0.309202027,-0.306421999,-0.277905221,-0.275013583,-0.242667008,-0.235382265,0.224522298,-0.216252621,-0.191680596,-0.161400065,-0.148228997,-0.144535425,0.137404445,0.091664611,-0.075123445,-0.010727387,-0.008183202
Méthylphénol-2;-0.039008623239999984;25;-0.795660968;-0.795660968,0.670141854,-0.666092327,0.614133932,0.560051477,-0.547432702,0.519018197,0.48812947,0.481927291,-0.465276386,-0.461280123,-0.410241841,-0.396961529,-0.365559032,-0.25819889,-0.23406854,-0.226719803,0.139593775,0.132894669,0.127797269,0.113390463,-0.072097227,0.072019498,0.049277124,-0.044001232
Dichloronitrobenzène-3,5;0.038401314159999984;25;0.898730224;0.898730224,0.598666767,0.586514719,-0.512532326,0.435140667,0.41211907,-0.370099956,-0.35884673,0.306633123,-0.259627714,0.233914296,-0.232685757,-0.222582957,0.179473312,-0.179058104,-0.173140086,-0.156636809,-0.153754744,-0.13474619,0.110322568,0.083948706,-0.079327395,-0.044208164,-0.033474772,0.025291106
Phtalate de diméthyle;-0.03821446324;25;0.890385586;0.890385586,-0.785945605,-0.656710745,0.595151519,-0.495414692,0.452111397,-0.445962234,-0.360480295,-0.344788175,-0.340536887,0.302813142,-0.25790772,0.255978846,0.20939767,-0.199740152,0.181986409,-0.164080041,0.144987314,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,-0.047236804,-0.012632494
Diheptyl phtalate;-0.03821446324;25;0.890385586;0.890385586,-0.785945605,-0.656710745,0.595151519,-0.495414692,0.452111397,-0.445962234,-0.360480295,-0.344788175,-0.340536887,0.302813142,-0.25790772,0.255978846,0.20939767,-0.199740152,0.181986409,-0.164080041,0.144987314,0.12561809,-0.072202249,0.067666281,0.057070337,-0.054890079,-0.047236804,-0.012632494
Demande Chimique en Oxygène (DCO);0.037755598225806444;31;0.664055519;0.664055519,-0.653626944,0.596160553,0.548078533,0.513391818,0.49077839,-0.43565973,-0.395870838,-0.339959432,0.333758147,-0.32832002,0.310897824,-0.306634758,0.295809811,-0.274469312,-0.244501747,-0.161293778,-0.1352894,0.129488317,0.125019004,0.111849102,0.096958823,0.096350098,0.091032571,0.078942669,-0.061868805,-0.055226678,0.048714134,0.048259581,-0.02764336,0.011243453
Dichloroaniline-2,4;0.03773890040000001;25;0.900059574;0.900059574,0.718525507,-0.513363314,0.508677247,-0.432768659,-0.41904346,0.400346967,0.391967973,-0.382473273,0.367817201,-0.327832557,-0.317320176,-0.313982376,0.307800299,-0.278827709,0.278407592,-0.218821752,-0.206151847,0.180108791,0.168787376,0.140624181,-0.099721291,0.052995363,0.024325213,0.01333564
Tétrachlorophénol-2,3,4,6;-0.03755887299999999;25;-0.795660968;-0.795660968,0.670141854,-0.666092327,0.614133932,0.596295233,-0.547432702,0.519018197,0.48812947,0.481927291,-0.465276386,-0.461280123,-0.410241841,-0.396961529,-0.365559032,-0.25819889,-0.23406854,-0.226719803,0.139593775,0.132894669,0.127797269,0.113390463,-0.072097227,0.072019498,0.049277124,-0.044001232
Tétrachlorophénol-2,3,5,6;-0.03755887299999999;25;-0.795660968;-0.795660968,0.670141854,-0.666092327,0.614133932,0.596295233,-0.547432702,0.519018197,0.48812947,0.481927291,-0.465276386,-0.461280123,-0.410241841,-0.396961529,-0.365559032,-0.25819889,-0.23406854,-0.226719803,0.139593775,0.132894669,0.127797269,0.113390463,-0.072097227,0.072019498,0.049277124,-0.044001232
Trichlorophénol-3,4,5;-0.03755887299999999;25;-0.795660968;-0.795660968,0.670141854,-0.666092327,0.614133932,0.596295233,-0.547432702,0.519018197,0.48812947,0.481927291,-0.465276386,-0.461280123,-0.410241841,-0.396961529,-0.365559032,-0.25819889,-0.23406854,-0.226719803,0.139593775,0.132894669,0.127797269,0.113390463,-0.072097227,0.072019498,0.049277124,-0.044001232
Flurochloridone;-0.03730321508000002;25;0.746649405;0.746649405,0.701543026,-0.663404684,-0.57187785,0.494167008,-0.454982551,-0.441583907,0.441078961,-0.376148764,-0.368641994,-0.325220676,0.314628368,-0.259250113,-0.222138373,-0.168827687,0.142326097,0.124134082,-0.113355591,0.084823815,-0.081301965,0.044997724,0.034480442,-0.02512737,0.005980684,0.004471536
Ammonium;0.036403261624999995;32;0.807058631;0.807058631,0.784923597,-0.560003119,0.505414205,0.462824553,-0.370885393,-0.341550271,-0.33832405,0.316795446,0.270171157,-0.235517702,-0.225571838,0.217385376,0.188215633,-0.165594176,0.160519327,-0.15805718,0.144489564,-0.125989444,-0.108132458,0.103447739,0.100853272,-0.091295392,-0.07328917,-0.069349487,-0.065026159,-0.061905897,0.050425443,0.03120647,0.025075644,-0.025045581,0.011635632
PCB 105;0.03637826745454546;22;0.643105497;0.643105497,0.61664476,0.527147077,-0.52115428,-0.5024244,-0.456927995,0.442149468,0.366533192,0.348269781,0.34477123,-0.293007276,-0.248043551,-0.229711497,-0.181566283,-0.158348933,0.155589559,0.142191944,-0.096118788,-0.071924752,0.039351745,-0.035004682,-0.031199932
Naphtalène;0.03614812504166667;24;0.90889295;0.90889295,0.836224676,0.670457452,-0.446271224,-0.416231912,0.405983481,-0.366588269,-0.366297198,-0.361604128,-0.352009856,-0.346456719,-0.320447031,0.312149388,0.311236052,-0.259690787,0.253168632,-0.239487598,0.227581613,0.225411729,-0.211772111,0.168837722,0.141386615,0.049262367,0.043819157
Fénitrothion;0.035949449839999995;25;-0.801292381;-0.801292381,0.785945605,0.656710745,-0.63584561,0.495414692,0.470798204,-0.450274987,0.445962234,0.399003832,0.344788175,-0.343608052,0.340536887,-0.331727227,-0.302813142,0.25790772,-0.255978846,0.199740152,-0.183019102,-0.181986409,0.164080041,-0.144987314,-0.139456033,0.048967764,0.047236804,0.012632494
Norflurazone;-0.03593447095999999;25;0.849617758;0.849617758,0.739365588,0.571727492,-0.482405177,0.471031119,-0.425380017,-0.411317606,0.391433628,-0.387549144,-0.365663069,-0.353094767,-0.33548447,-0.31845913,-0.280457281,-0.262115466,-0.180951954,0.166267747,-0.151242916,-0.118795416,-0.089309606,0.038176149,-0.036900055,0.031481128,0.027028125,0.014635566
Azote Kjeldahl;-0.035822822500000004;32;-0.7597526;-0.7597526,0.704038338,-0.698339103,0.656732282,-0.585152727,0.562828577,-0.409101648,-0.405196872,-0.396604246,-0.360056765,0.343596427,0.297888962,0.25437464,0.243285507,-0.206983533,-0.201919291,-0.199993043,0.198957837,0.197586009,-0.138334524,-0.133657887,-0.132657588,0.121844906,0.076993692,-0.074063971,-0.072979446,-0.072708075,-0.070123973,0.067117005,0.029104563,0.023885565,-0.006939338
4-nonylphenols ramifiés;0.03554054619999999;25;0.920009027;0.920009027,0.645249317,-0.576156795,-0.458740728,0.457008421,-0.429254682,0.409697202,0.399904906,0.363155404,0.34144946,-0.280001756,-0.278273845,-0.270899161,-0.208831688,0.208681931,0.184076441,-0.156706694,-0.114902653,-0.112953026,0.108330085,-0.089348183,-0.086123638,-0.070497504,-0.015392578,-0.000965608
Thiazafluron;0.03526073657142856;14;0.861277032;0.861277032,-0.784808366,0.738451769,0.542564843,-0.497380937,0.497291037,-0.470543267,-0.432692716,0.363363439,0.178376517,-0.172831626,-0.164819984,-0.123276577,-0.041320852
Heptachlore époxyde endo trans;-0.035116540120000025;25;0.769207234;0.769207234,0.694196567,-0.692790255,-0.582707477,0.462262451,-0.431879149,0.43039229,-0.418891539,-0.392798859,-0.322067178,-0.276191362,0.272785219,-0.260090259,0.194712727,-0.187749541,0.185770206,-0.180475434,-0.164334682,0.115441688,-0.067845585,0.042049923,-0.033035948,-0.029890581,-0.028236465,0.024252506
Nicosulfuron;0.03483992152000002;25;0.824812576;0.824812576,-0.566935723,0.520995603,0.515829842,-0.51052185,0.483380591,0.425608256,-0.402946985,0.399697556,-0.389596282,0.363848272,-0.349840699,0.294687774,0.276732257,-0.263086322,-0.257460001,-0.24840639,-0.15746415,-0.117625257,0.041387746,-0.037964876,0.033012917,-0.032918823,0.014733732,0.011038274
Chloronèbe;-0.034548140000000026;25;0.917692098;0.917692098,0.748094131,-0.622520571,0.525317411,-0.524392937,-0.523736924,-0.454345215,-0.423248127,0.417496249,-0.338405374,0.332683708,-0.314412507,-0.311838558,0.274223182,0.257388489,-0.237402756,-0.209513741,-0.203326361,-0.185980975,-0.11453812,0.104258375,0.046590171,-0.039001033,0.016056581,-0.000840696
Clethodim;-0.03448526636363636;22;0.879861815;0.879861815,-0.829599234,-0.690902594,0.605493781,-0.566450414,0.505188575,0.464478137,-0.407193204,-0.397230673,-0.369024068,0.229161164,-0.20283761,0.191761745,-0.151282269,0.145869516,-0.124000875,-0.108189637,0.104045436,-0.09480292,0.065510528,-0.044616461,0.036083402
