Parametre;Coefficient de corellation;Count;Top;List
Quizalofop éthyl;-0.008317719320000005;25;0.74918055;0.74918055,-0.547317287,0.540052412,0.532903009,0.492880274,-0.422242703,-0.394026447,0.372337159,-0.34135022,-0.268333344,-0.202522171,-0.165829559,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.126803003,-0.12006049,-0.10230982,-0.100042169,0.090149468,-0.044350185,-0.024576133,0.004403004
Hexazinone;-0.008129075159999997;25;0.751279689;0.751279689,0.719682257,0.664630349,0.485847846,0.476182142,-0.383862966,-0.37216393,-0.367928299,-0.323933101,-0.304916025,-0.26456325,-0.19973427,-0.191925309,-0.181245983,-0.175663926,-0.148936948,0.145507016,-0.132444747,-0.13022022,-0.127752535,0.103260771,-0.092077075,-0.078340998,-0.072905852,-0.001001515
Trichlorobenzène-1,2,3;0.008048814400000024;25;0.900834602;0.900834602,0.781540818,0.520503817,-0.499085719,-0.495821311,-0.43798719,-0.437500553,0.406529608,0.386932794,-0.379618673,-0.368939205,0.353472694,0.346819028,-0.254987544,-0.224542278,-0.223275024,-0.221759155,0.196185244,-0.183198933,0.14717835,0.142519032,-0.132239305,-0.082496599,-0.021884785,-0.017959353
Thifensulfuron méthyl;-0.007884921439999996;25;0.776833147;0.776833147,-0.536854002,0.504996197,0.490934455,0.46929617,-0.458864877,-0.407458462,0.355306201,-0.312566489,-0.287627502,0.250087404,-0.20698467,-0.188476099,-0.176648519,-0.164153301,-0.137613259,0.136911006,0.13596273,-0.127496632,-0.120543668,-0.063033688,-0.060293341,-0.049624334,-0.034374241,0.015162738
Nitrobenzène;-0.007678989840000003;25;-0.827561987;-0.827561987,-0.694540623,0.643471656,0.638329785,-0.534649484,0.52580156,0.5119862,0.451652112,-0.407222892,-0.397511795,-0.381909228,0.347113873,-0.303507133,0.272811635,-0.208917216,0.199611147,0.15949576,-0.150528156,-0.139535104,0.139053215,0.113850254,-0.1132932,0.113229835,-0.09013052,-0.05907444
Triclopyr;-0.007183489799999998;25;0.702954279;0.702954279,0.66998622,0.657880869,0.635129924,-0.599043245,-0.548787285,-0.535700534,-0.456743156,-0.397378643,0.392090399,0.380072794,-0.372887744,-0.339407825,0.289259883,-0.278354822,-0.241116572,0.202096791,-0.183184075,0.167393833,-0.150624077,-0.130763769,0.080957973,-0.061901253,-0.047888478,-0.013628732
Chlorméphos;-0.007106543639999986;25;0.872646802;0.872646802,0.589231504,0.577999778,-0.571243772,-0.481869112,-0.475479667,-0.406158289,0.378063251,-0.363010164,-0.349060631,-0.339017155,-0.336090616,-0.322734194,0.300531905,-0.294959064,0.289684316,0.265190622,0.226711531,-0.209571102,0.145163236,0.117569439,0.088823118,0.078585196,0.023009638,0.018319839
Méthomyl;-0.007030038428571429;14;0.776833147;0.776833147,-0.448782765,-0.295995004,-0.261129003,0.250087404,0.248552686,-0.161509562,-0.16145762,0.136911006,-0.120543668,-0.068870473,-0.060293341,0.052613917,0.015162738
Prosulfocarbe;-0.0069737127857142905;14;0.74918055;0.74918055,-0.53215204,0.268089961,-0.210110074,-0.206295494,0.163432075,-0.155374449,0.143044139,-0.110517312,-0.100042169,-0.044350185,-0.037474825,-0.014939342,-0.010122814
Acénaphtylène;0.006600233750000008;24;0.752343892;0.752343892,0.615750172,-0.54554303,-0.491347091,0.455695866,-0.434043396,0.428026628,0.366475337,-0.366120958,-0.325268196,-0.311793006,0.297921796,0.292311465,-0.230640061,0.170779805,-0.166251508,0.140323912,-0.137473538,-0.132261103,-0.107426657,-0.050302727,-0.032124169,-0.016249377,-0.014378446
Desméthylisoproturon;-0.006565258599999996;25;0.776833147;0.776833147,-0.536854002,0.504996197,0.490934455,0.46929617,-0.458864877,-0.374466891,0.355306201,-0.312566489,-0.287627502,0.250087404,-0.20698467,-0.188476099,-0.176648519,-0.164153301,-0.137613259,0.136911006,0.13596273,-0.127496632,-0.120543668,-0.063033688,-0.060293341,-0.049624334,-0.034374241,0.015162738
Dichlorobenzene-1,2;-0.006517455599999974;25;0.835591279;0.835591279,-0.795660968,-0.666092327,0.656994965,0.614133932,-0.571536345,-0.465276386,-0.461280123,0.455940562,-0.396961529,0.36213813,0.290142975,0.287282757,-0.25819889,-0.24254856,-0.227848112,-0.226719803,0.208478644,0.199253476,-0.132991156,0.132894669,0.127797269,0.113390463,-0.044001232,0.04213992
Triflumuron;-0.0058140560800000055;25;0.776833147;0.776833147,0.721122035,0.490934455,0.485847846,0.46929617,-0.383862966,-0.37216393,-0.367928299,-0.316104478,-0.304916025,-0.26456325,-0.19973427,-0.191925309,-0.150879395,0.145507016,-0.137613259,0.13596273,-0.132444747,-0.13022022,-0.127496632,-0.120543668,-0.078340998,-0.072905852,-0.034374241,0.015162738
Pyrazophos;-0.005807645520000007;25;0.774502981;0.774502981,0.707949324,0.524955383,0.482296173,0.476937443,-0.402495224,-0.359749008,-0.358482103,-0.331459298,-0.293546711,-0.24346211,-0.20710728,-0.194990286,0.169481788,-0.16469258,-0.134738089,-0.131795726,-0.127267124,-0.120772468,0.119324075,-0.119119466,-0.078949184,-0.071195742,-0.067552713,0.006736807
Propamocarb;0.005606169200000002;10;-0.514849255;-0.514849255,-0.493039452,0.463533498,0.442170488,0.392109944,-0.292070036,0.224287377,-0.114483067,-0.029177965,-0.02241984
DDE 24';-0.005522529639999991;25;0.802055941;0.802055941,-0.642318168,-0.563655875,-0.537210514,-0.512328678,0.426216976,0.352829996,0.34245956,0.305745719,0.272083118,-0.236802366,-0.228409496,-0.215145382,0.192695388,-0.189151691,-0.16010962,0.154828621,0.146671824,0.121651253,0.113682234,-0.081633736,-0.067705048,0.067187339,-0.03017559,0.028474954
Isopropylbenzène;0.005035204916666661;12;-0.728566323;-0.728566323,0.608695284,-0.546459067,0.414650081,0.372787221,0.311541065,-0.278963106,-0.214126453,0.119256959,0.058715273,-0.050028433,-0.007080042
3-Chloro-2-methylaniline;-0.005035204916666661;12;0.728566323;0.728566323,-0.608695284,0.546459067,-0.414650081,-0.372787221,-0.311541065,0.278963106,0.214126453,-0.119256959,-0.058715273,0.050028433,0.007080042
Iprovalicarb;-0.0050217444285714325;14;0.74918055;0.74918055,-0.53215204,0.268089961,-0.210110074,-0.206295494,0.163432075,-0.155374449,0.143044139,-0.110517312,-0.100042169,-0.044350185,-0.037474825,0.017204743,-0.014939342
Méthylphénol-3;-0.0049277126;10;0.728566323;0.728566323,0.614419662,-0.608695284,-0.372787221,-0.346849783,-0.311541065,0.278963106,-0.058715273,0.038490018,-0.011127609
Fenoxycarbe;0.004778008999999998;14;0.841745264;0.841745264,-0.53215204,-0.360910452,0.268089961,-0.206295494,0.163432075,0.143044139,-0.110517312,-0.078150464,-0.044350185,0.038174659,-0.037474825,-0.014939342,-0.002803858
Décabromodiphényl éther;-0.0044188072142857205;14;-0.766999354;-0.766999354,0.603655732,-0.52368364,0.424736815,0.375780003,-0.358634651,0.352587939,-0.297490661,-0.190235488,0.109403734,0.060508285,0.051215679,0.048741652,0.048550654
Acide monochloroacétique;-0.003977777181818182;11;0.805573806;0.805573806,-0.376416765,-0.319552453,-0.294732351,0.276442948,-0.247188773,0.173344697,0.166126659,-0.128585882,-0.108192817,0.009425382
Trichlorophenol-2,4,5;-0.0038743237600000003;25;0.770510281;0.770510281,0.718525507,0.559097447,-0.51668319,-0.513363314,0.501149815,-0.468295526,0.433114395,-0.432768659,-0.423552321,0.398062275,-0.382964491,-0.382473273,0.367817201,-0.327832557,-0.278827709,0.246190638,-0.216140573,-0.206151847,-0.099721291,0.077809936,0.052995363,0.040158679,-0.037840093,0.024325213
n-Butyl Phtalate;-0.0037292923599999816;25;0.89676508;0.89676508,-0.782933347,-0.63458578,0.583354332,-0.533499085,0.488071176,-0.459298074,0.452111397,0.447732679,-0.360480295,-0.346257122,0.329830575,0.274745924,-0.248915838,0.23503947,-0.233405887,-0.15876697,-0.144745235,-0.118714308,0.114839989,0.091777601,0.084692392,-0.056684175,-0.038388182,0.024481374
PCB 101;0.0035201196799999825;25;0.659914421;0.659914421,0.619905636,-0.524763617,-0.468731388,-0.459019521,0.436974227,0.372796646,0.360297025,-0.325263326,-0.320896856,0.317505104,-0.312671395,0.246924745,-0.240944063,-0.218521303,0.200448155,-0.165255926,-0.163502803,-0.144291795,0.13440745,-0.12146745,0.096604173,0.054908003,0.036963365,0.015683485
1-(3,4-dichlorophenyl)-3-methyl-uree;-0.0035002700399999974;25;-0.547317287;-0.547317287,0.462894058,-0.422242703,0.372337159,0.363169944,0.314429148,-0.308632023,0.30167461,-0.268333344,0.267505739,-0.189242415,-0.175923119,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.126803003,0.112483297,-0.090225537,-0.053636936,0.048615472,-0.044350185,0.037106799,-0.010931097
3,4-dichlorophenyluree;-0.0033425684000000194;25;0.774502981;0.774502981,-0.547317287,0.53865201,0.524955383,0.476937443,-0.422242703,-0.394026447,0.372337159,-0.331459298,-0.268333344,-0.16469258,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.134738089,-0.126803003,-0.120772468,-0.12006049,0.119324075,-0.067552713,-0.044350185,-0.024576133,0.006736807
Chloro-4 Nitroaniline-2;0.003194833279999997;25;-0.663404684;-0.663404684,-0.57187785,0.57130419,0.48339072,-0.454982551,0.441078961,-0.376148764,-0.368641994,0.364780063,0.349842606,-0.325220676,0.314628368,-0.259250113,0.249214214,0.233860546,-0.168827687,0.164517695,0.156794899,0.142326097,0.124134082,-0.122444153,-0.113355591,-0.081301965,-0.016526265,0.005980684
Chloro-1 Dinitrobenzène-2,4;0.003194833279999997;25;-0.663404684;-0.663404684,-0.57187785,0.57130419,0.48339072,-0.454982551,0.441078961,-0.376148764,-0.368641994,0.364780063,0.349842606,-0.325220676,0.314628368,-0.259250113,0.249214214,0.233860546,-0.168827687,0.164517695,0.156794899,0.142326097,0.124134082,-0.122444153,-0.113355591,-0.081301965,-0.016526265,0.005980684
2,4-DB;-0.0030245668125000007;16;0.446479254;0.446479254,-0.419876525,-0.397378643,0.392090399,0.365797955,-0.363886873,0.344323124,-0.278354822,0.251831153,0.239497702,-0.183184075,-0.176162316,-0.093615954,-0.085605709,-0.061901253,-0.028446486
PCB 149;0.002899805520000007;25;0.660584647;0.660584647,0.598815511,-0.575946966,0.502156461,-0.48339072,-0.441470101,0.376158782,0.3760621,-0.364780063,-0.349842606,0.338158661,-0.311962746,-0.249214214,0.236258599,-0.233860546,0.181008646,-0.164517695,-0.156794899,0.147616548,-0.138557781,0.122444153,0.094791908,-0.091089134,-0.016659672,0.016526265
PCB 180;0.0025115864799999856;25;0.678231603;0.678231603,0.564530057,-0.524763617,-0.468731388,-0.459019521,0.436974227,0.372796646,0.360297025,-0.325263326,-0.320896856,0.317505104,-0.312671395,0.246924745,-0.240944063,-0.218521303,0.200448155,-0.165073508,-0.163502803,-0.144291795,0.13440745,-0.12146745,0.108266822,0.054908003,0.036963365,0.015683485
Propétamphos;0.002491026720000005;25;0.632820476;0.632820476,0.57130419,-0.46755933,0.39570695,-0.382340247,0.364780063,0.349842606,-0.298836946,-0.287120191,-0.279313161,-0.272135458,0.249214214,0.233860546,-0.232958642,0.222981117,-0.217698486,-0.205833772,-0.205696609,-0.201944666,0.164517695,0.156794899,-0.135294112,-0.122444153,0.04615495,-0.016526265
Chlorophénol-2;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Diméthylphénol-2,4;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Trichlorophénol-2,3,5;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Dichlorophénol-2,3;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Dichlorophénol-3,5;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Dichlorophénol-3,4;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Dichlorophénol-2,6;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Dichlorophénol-2,5;-0.0023424390399999994;25;0.718525507;0.718525507,0.670141854,0.560051477,0.519018197,-0.513363314,0.48812947,0.481927291,-0.468295526,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,-0.23406854,-0.206151847,0.139593775,-0.099721291,-0.072097227,0.072019498,0.052995363,0.049277124,0.024325213
Métobromuron;0.0022997907200000022;25;0.840517704;0.840517704,-0.536854002,0.504996197,-0.458864877,0.443447328,-0.397378643,0.355306201,0.31739985,-0.287627502,0.250087404,-0.20698467,-0.188476099,-0.176648519,-0.176162316,-0.169375798,-0.164153301,0.156878423,-0.143690775,0.139042829,0.136911006,0.072019498,-0.067666888,-0.063033688,-0.061901253,-0.060293341
Hexachlorocyclohexane alpha;-0.0019647723999999915;25;0.905550095;0.905550095,-0.761908653,-0.645945255,0.606110361,-0.445070895,0.401555713,-0.359795612,0.355858509,-0.340536887,-0.336485519,-0.317694568,0.295397138,0.276297647,-0.259811756,0.253005786,0.210308702,-0.199740152,0.174513647,-0.159349219,0.143331229,0.091252158,0.085592815,-0.056843068,0.056679765,-0.021391291
Tétrachlorophénol-2,3,4,5;-0.0017358350400000023;25;0.830958375;0.830958375,0.718525507,-0.513363314,0.472464689,-0.468295526,0.454145377,-0.432768659,-0.423552321,0.385873349,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,0.324244659,0.319652913,-0.278827709,-0.206151847,-0.198172375,0.123388824,-0.103997965,-0.099721291,0.080600173,0.052995363,0.024325213
Diisononyl phtalate;-0.0014261216999999992;20;0.878075731;0.878075731,0.836282797,-0.686049629,0.544650792,-0.523151185,0.485897545,-0.478606682,-0.437672011,0.423117349,-0.396262284,0.340680953,-0.294043933,-0.245763289,-0.193570873,-0.113561623,-0.11070415,0.061778711,-0.061206008,-0.056433236,-0.001981409
Toluene;0.0013414033199999904;25;0.812258183;0.812258183,-0.719747049,-0.618088959,-0.533892093,0.452111397,0.38307228,-0.367476082,-0.360480295,-0.343738302,0.34245956,0.318913199,0.295755007,-0.225876976,0.222265613,-0.186780372,0.185585344,0.145878618,0.139218259,0.111669733,0.067121542,-0.04740173,-0.030430357,0.020057681,-0.016227696,-0.012691422
Heptachlore époxyde exo cis;-0.0012004786800000155;25;0.890385586;0.890385586,-0.623275253,0.595151519,-0.533643617,-0.482224935,0.452111397,0.404646471,-0.39639019,-0.360480295,0.354090451,-0.346121865,-0.210049609,0.20939767,-0.194858018,-0.1536732,0.141637488,0.139455294,0.124974779,-0.089801554,0.077467853,-0.072202249,0.067666281,0.057070337,-0.054890079,-0.026456229
Thiabendazole;-0.001199861166666677;12;0.754411571;0.754411571,0.683221899,-0.496380332,-0.435838171,-0.226094218,-0.112693248,-0.109949748,0.108192817,-0.100932296,-0.096138933,0.012619196,0.005183129
Chlordane alpha;0.000994221050000002;20;0.82566971;0.82566971,0.683221899,-0.561132303,-0.48850421,-0.446291428,-0.439957768,-0.426090341,0.377159722,0.371172821,0.365556717,-0.358378172,-0.337318922,-0.328995687,0.313903114,0.294732351,0.227481345,-0.147822286,-0.109949748,0.108192817,0.09723479
Fluquinconazole;-0.000974457875000001;16;0.707857682;0.707857682,0.551131746,-0.458341663,-0.305942506,-0.303756713,0.300157794,-0.298362338,0.284415723,-0.243941832,-0.229313949,-0.227221722,0.120268146,0.053424021,0.03196318,0.007162525,-0.00509142
Tralométhrine;-0.0009583374545454579;11;0.831832135;0.831832135,-0.649241925,-0.522161711,0.378625699,-0.283427978,0.272963567,-0.106604429,0.063030264,0.037453578,-0.033010912,0
Chlorophylle a;0.000817478448275855;29;0.87774984;0.87774984,0.837361962,0.811834492,0.666413118,-0.657247674,0.625404942,-0.536861725,-0.476197201,-0.386779281,0.384998617,-0.35555162,-0.355324433,-0.330154627,-0.306351662,0.242040993,-0.241405936,-0.200560132,-0.14469214,-0.143377912,-0.13397881,-0.088639216,-0.076642182,0.074509528,-0.071964133,-0.062495596,0.044321702,0.016971923,0.010515795,-0.000191757
Spiroxamine;0.0007966849599999781;25;0.844913343;0.844913343,0.566600024,-0.514696083,-0.505150982,0.476751391,0.439175222,-0.422546348,0.402366869,-0.322408398,-0.316191148,0.31553169,-0.27634006,-0.272743128,-0.193056809,-0.179453757,0.161618095,-0.123585395,0.122569375,-0.098912032,-0.087826337,-0.079177612,0.054235061,-0.046892291,0.041909392,0.033227042
Aldicarbe;0.0007840395000000079;14;-0.836224676;-0.836224676,0.788373036,-0.467319571,0.386073689,-0.36830075,0.329272075,0.308394794,-0.283185392,-0.204332569,0.16822678,0.141497297,-0.065350441,0.062594076,0.051258205
Imazaméthabenz-méthyl;0.0007021990000000078;25;0.857797777;0.857797777,0.705454628,0.538761191,0.453946454,0.448032609,-0.415127159,-0.338887738,-0.33167684,-0.305982239,-0.279345222,-0.274697376,-0.262520737,-0.247903694,-0.224897249,-0.198988343,0.192320707,-0.168804346,0.160995539,-0.126314237,-0.122363427,-0.080941357,0.051586894,0.033716464,-0.0285409,-0.018066424
Trichlorophénol-2,3,4;-0.0005995912400000103;25;0.770510281;0.770510281,0.718525507,-0.513363314,0.504548761,0.501149815,-0.468295526,0.433114395,-0.432768659,-0.423552321,0.398062275,-0.382964491,-0.382473273,-0.380266191,0.367817201,-0.327832557,-0.278827709,0.246190638,-0.216140573,-0.206151847,-0.099721291,0.077809936,0.052995363,0.040158679,-0.037840093,0.024325213
